,,,,,,,,,,,,,,,,,,,
P0001,【七月】鋼琴 - 平日班,Product_20200423164200.jpg,8000,2,8H,【七月】鋼琴 - 平日班,C,01,NULL,2020-03-03 14:18:46,2020-03-04 14:18:46,,,,,,,,
P0002,【八月】鋼琴 - 平日班,Product_20200423164201.jpg,8000,2,8H,【八月】鋼琴 - 平日班,C,01,NULL,2020-03-04 14:18:46,2020-03-05 14:18:46,,,,,,,,
P0003,【九月】鋼琴 - 平日班,Product_20200423164202.jpg,8000,2,8H,【九月】鋼琴 - 平日班,C,01,NULL,2020-03-05 14:18:46,2020-03-06 14:18:46,,,,,,,,
P0004,【十月】鋼琴 - 平日班,Product_20200423164203.jpg,8000,2,8H,【十月】鋼琴 - 平日班,C,01,NULL,2020-03-06 14:18:46,2020-03-07 14:18:46,,,,,,,,
P0005,【十一月】鋼琴 - 平日班,Product_20200423164204.jpg,8000,2,8H,【十一月】鋼琴 - 平日班,C,01,NULL,2020-03-07 14:18:46,2020-03-08 14:18:46,,,,,,,,
P0006,【十二月】鋼琴 - 平日班,Product_20200423164205.jpg,8000,2,8H,【十二月】鋼琴 - 平日班,C,01,NULL,2020-03-08 14:18:46,2020-03-09 14:18:46,,,,,,,,
P0007,【七月】電子琴 - 平日班,Product_20200423164206.jpg,5000,10,8H,【七月】電子琴 - 平日班,C,02,NULL,2020-03-09 14:18:46,2020-03-10 14:18:46,,,,,,,,
P0008,【八月】電子琴 - 平日班,Product_20200423164207.jpg,5000,10,8H,【八月】電子琴 - 平日班,C,02,NULL,2020-03-10 14:18:46,2020-03-11 14:18:46,,,,,,,,
P0009,【九月】電子琴 - 平日班,Product_20200423164208.jpg,5000,10,8H,【九月】電子琴 - 平日班,C,02,NULL,2020-03-11 14:18:46,2020-03-12 14:18:46,,,,,,,,
P0010,【十月】電子琴 - 平日班,Product_20200423164209.jpg,5000,10,8H,【十月】電子琴 - 平日班,C,02,NULL,2020-03-12 14:18:46,2020-03-13 14:18:46,,,,,,,,
P0011,【十一月】電子琴 - 平日班,Product_20200423164210.jpg,5000,10,8H,【十一月】電子琴 - 平日班,C,02,NULL,2020-03-13 14:18:46,2020-03-14 14:18:46,,,,,,,,
P0012,【十二月】電子琴 - 平日班,Product_20200423164211.jpg,5000,10,8H,【十二月】電子琴 - 平日班,C,02,NULL,2020-03-14 14:18:46,2020-03-15 14:18:46,,,,,,,,
P0013,【七月】小提琴 - 平日班,Product_20200423164212.jpg,8000,10,8H,【七月】小提琴 - 平日班,C,03,NULL,2020-03-15 14:18:46,2020-03-16 14:18:46,,,,,,,,
P0014,【八月】小提琴 - 平日班,Product_20200423164213.jpg,8000,10,8H,【八月】小提琴 - 平日班,C,03,NULL,2020-03-16 14:18:46,2020-03-17 14:18:46,,,,,,,,
P0015,【九月】小提琴 - 平日班,Product_20200423164214.jpg,8000,10,8H,【九月】小提琴 - 平日班,C,03,NULL,2020-03-17 14:18:46,2020-03-18 14:18:46,,,,,,,,
P0016,【十月】小提琴 - 平日班,Product_20200423164215.jpg,8000,10,8H,【十月】小提琴 - 平日班,C,03,NULL,2020-03-18 14:18:46,2020-03-19 14:18:46,,,,,,,,
P0017,【十一月】小提琴 - 平日班,Product_20200423164216.jpg,8000,10,8H,【十一月】小提琴 - 平日班,C,03,NULL,2020-03-19 14:18:46,2020-03-20 14:18:46,,,,,,,,
P0018,【十二月】小提琴 - 平日班,Product_20200423164217.jpg,8000,10,8H,【十二月】小提琴 - 平日班,C,03,NULL,2020-03-20 14:18:46,2020-03-21 14:18:46,,,,,,,,
P0019,【七月】中提琴 - 平日班,Product_20200423164218.jpg,7000,5,8H,【七月】中提琴 - 平日班,C,04,NULL,2020-03-21 14:18:46,2020-03-22 14:18:46,,,,,,,,
P0020,【八月】中提琴 - 平日班,Product_20200423164219.jpg,7000,5,8H,【八月】中提琴 - 平日班,C,04,NULL,2020-03-22 14:18:46,2020-03-23 14:18:46,,,,,,,,
P0021,【九月】中提琴 - 平日班,Product_20200423164220.jpg,7000,5,8H,【九月】中提琴 - 平日班,C,04,NULL,2020-03-23 14:18:46,2020-03-24 14:18:46,,,,,,,,
P0022,【十月】中提琴 - 平日班,Product_20200423164221.jpg,7000,5,8H,【十月】中提琴 - 平日班,C,04,NULL,2020-03-24 14:18:46,2020-03-25 14:18:46,,,,,,,,
P0023,【十一月】中提琴 - 平日班,Product_20200423164222.jpg,7000,5,8H,【十一月】中提琴 - 平日班,C,04,NULL,2020-03-25 14:18:46,2020-03-26 14:18:46,,,,,,,,
P0024,【十二月】中提琴 - 平日班,Product_20200423164223.jpg,7000,5,8H,【十二月】中提琴 - 平日班,C,04,NULL,2020-03-26 14:18:46,2020-03-27 14:18:46,,,,,,,,
P0025,【七月】薩克斯風 - 平日班,Product_20200423164224.jpg,8000,10,8H,【七月】薩克斯風 - 平日班,C,05,NULL,2020-03-27 14:18:46,2020-03-28 14:18:46,,,,,,,,
P0026,【八月】薩克斯風 - 平日班,Product_20200423164225.jpg,8000,10,8H,【八月】薩克斯風 - 平日班,C,05,NULL,2020-03-28 14:18:46,2020-03-29 14:18:46,,,,,,,,
P0027,【九月】薩克斯風 - 平日班,Product_20200423164226.jpg,8000,10,8H,【九月】薩克斯風 - 平日班,C,05,NULL,2020-03-29 14:18:46,2020-03-30 14:18:46,,,,,,,,
P0028,【十月】薩克斯風 - 平日班,Product_20200423164227.jpg,8000,10,8H,【十月】薩克斯風 - 平日班,C,05,NULL,2020-03-30 14:18:46,2020-03-31 14:18:46,,,,,,,,
P0029,【十一月】薩克斯風 - 平日班,Product_20200423164228.jpg,8000,10,8H,【十一月】薩克斯風 - 平日班,C,05,NULL,2020-03-31 14:18:46,2020-04-01 14:18:46,,,,,,,,
P0030,【十二月】薩克斯風 - 平日班,Product_20200423164229.jpg,8000,10,8H,【十二月】薩克斯風 - 平日班,C,05,NULL,2020-04-01 14:18:46,2020-04-02 14:18:46,,,,,,,,
P0031,【七月】長笛 - 平日班,Product_20200423164230.jpg,8000,10,8H,【七月】長笛 - 平日班,C,06,NULL,2020-04-02 14:18:46,2020-04-03 14:18:46,,,,,,,,
P0032,【八月】長笛 - 平日班,Product_20200423164231.jpg,8000,10,8H,【八月】長笛 - 平日班,C,06,NULL,2020-04-03 14:18:46,2020-04-04 14:18:46,,,,,,,,
P0033,【九月】長笛 - 平日班,Product_20200423164232.jpg,8000,10,8H,【九月】長笛 - 平日班,C,06,NULL,2020-04-04 14:18:46,2020-04-05 14:18:46,,,,,,,,
P0034,【十月】長笛 - 平日班,Product_20200423164233.jpg,8000,10,8H,【十月】長笛 - 平日班,C,06,NULL,2020-04-05 14:18:46,2020-04-06 14:18:46,,,,,,,,
P0035,【十一月】長笛 - 平日班,Product_20200423164234.jpg,8000,10,8H,【十一月】長笛 - 平日班,C,06,NULL,2020-04-06 14:18:46,2020-04-07 14:18:46,,,,,,,,
P0036,【十二月】長笛 - 平日班,Product_20200423164235.jpg,8000,10,8H,【十二月】長笛 - 平日班,C,06,NULL,2020-04-07 14:18:46,2020-04-08 14:18:46,,,,,,,,
P0037,【七月】烏克莉莉 - 平日班,Product_20200423164236.jpg,4000,20,8H,【七月】烏克莉莉 - 平日班,C,07,NULL,2020-04-08 14:18:46,2020-04-09 14:18:46,,,,,,,,
P0038,【八月】烏克莉莉 - 平日班,Product_20200423164237.jpg,4000,20,8H,【八月】烏克莉莉 - 平日班,C,07,NULL,2020-04-09 14:18:46,2020-04-10 14:18:46,,,,,,,,
P0039,【九月】烏克莉莉 - 平日班,Product_20200423164238.jpg,4000,20,8H,【九月】烏克莉莉 - 平日班,C,07,NULL,2020-04-10 14:18:46,2020-04-11 14:18:46,,,,,,,,
P0040,【十月】烏克莉莉 - 平日班,Product_20200423164239.jpg,4000,20,8H,【十月】烏克莉莉 - 平日班,C,07,NULL,2020-04-11 14:18:46,2020-04-12 14:18:46,,,,,,,,
P0041,【十一月】烏克莉莉 - 平日班,Product_20200423164240.jpg,4000,20,8H,【十一月】烏克莉莉 - 平日班,C,07,NULL,2020-04-12 14:18:46,2020-04-13 14:18:46,,,,,,,,
P0042,【十二月】烏克莉莉 - 平日班,Product_20200423164241.jpg,4000,20,8H,【十二月】烏克莉莉 - 平日班,C,07,NULL,2020-04-13 14:18:46,2020-04-14 14:18:46,,,,,,,,
P0043,【七月】爵士鼓 - 平日班,Product_20200423164242.jpg,4000,20,8H,【七月】爵士鼓 - 平日班,C,08,NULL,2020-04-14 14:18:46,2020-04-15 14:18:46,,,,,,,,
P0044,【八月】爵士鼓 - 平日班,Product_20200423164243.jpg,4000,20,8H,【八月】爵士鼓 - 平日班,C,08,NULL,2020-04-15 14:18:46,2020-04-16 14:18:46,,,,,,,,
P0045,【九月】爵士鼓 - 平日班,Product_20200423164244.jpg,4000,20,8H,【九月】爵士鼓 - 平日班,C,08,NULL,2020-04-16 14:18:46,2020-04-17 14:18:46,,,,,,,,
P0046,【十月】爵士鼓 - 平日班,Product_20200423164245.jpg,4000,20,8H,【十月】爵士鼓 - 平日班,C,08,NULL,2020-04-17 14:18:46,2020-04-18 14:18:46,,,,,,,,
P0047,【十一月】爵士鼓 - 平日班,Product_20200423164246.jpg,4000,20,8H,【十一月】爵士鼓 - 平日班,C,08,NULL,2020-04-18 14:18:46,2020-04-19 14:18:46,,,,,,,,
P0048,【十二月】爵士鼓 - 平日班,Product_20200423164247.jpg,4000,20,8H,【十二月】爵士鼓 - 平日班,C,08,NULL,2020-04-19 14:18:46,2020-04-20 14:18:46,,,,,,,,
P0049,【七月】鋼琴 - 假日班,Product_20200423164248.jpg,4000,2,4H,【七月】鋼琴 - 假日班,C,01,NULL,2020-04-20 14:18:46,2020-04-21 14:18:46,,,,,,,,
P0050,【八月】鋼琴 - 假日班,Product_20200423164249.jpg,4000,2,4H,【八月】鋼琴 - 假日班,C,01,NULL,2020-04-21 14:18:46,2020-04-22 14:18:46,,,,,,,,
P0051,【九月】鋼琴 - 假日班,Product_20200423164250.jpg,4000,2,4H,【九月】鋼琴 - 假日班,C,01,NULL,2020-04-22 14:18:46,2020-04-23 14:18:46,,,,,,,,
P0052,【十月】鋼琴 - 假日班,Product_20200423164251.jpg,4000,2,4H,【十月】鋼琴 - 假日班,C,01,NULL,2020-04-23 14:18:46,2020-04-24 14:18:46,,,,,,,,
P0053,【十一月】鋼琴 - 假日班,Product_20200423164252.jpg,4000,2,4H,【十一月】鋼琴 - 假日班,C,01,NULL,2020-04-24 14:18:46,2020-04-25 14:18:46,,,,,,,,
P0054,【十二月】鋼琴 - 假日班,Product_20200423164253.jpg,4000,2,4H,【十二月】鋼琴 - 假日班,C,01,NULL,2020-04-25 14:18:46,2020-04-26 14:18:46,,,,,,,,
P0055,【七月】電子琴 - 假日班,Product_20200423164254.jpg,2500,10,4H,【七月】電子琴 - 假日班,C,02,NULL,2020-04-26 14:18:46,2020-04-27 14:18:46,,,,,,,,
P0056,【八月】電子琴 - 假日班,Product_20200423164255.jpg,2500,10,4H,【八月】電子琴 - 假日班,C,02,NULL,2020-04-27 14:18:46,2020-04-28 14:18:46,,,,,,,,
P0057,【九月】電子琴 - 假日班,Product_20200423164256.jpg,2500,10,4H,【九月】電子琴 - 假日班,C,02,NULL,2020-04-28 14:18:46,2020-04-29 14:18:46,,,,,,,,
P0058,【十月】電子琴 - 假日班,Product_20200423164257.jpg,2500,10,4H,【十月】電子琴 - 假日班,C,02,NULL,2020-04-29 14:18:46,2020-04-30 14:18:46,,,,,,,,
P0059,【十一月】電子琴 - 假日班,Product_20200423164258.jpg,2500,10,4H,【十一月】電子琴 - 假日班,C,02,NULL,2020-04-30 14:18:46,2020-05-01 14:18:46,,,,,,,,
P0060,【十二月】電子琴 - 假日班,Product_20200423164259.jpg,2500,10,4H,【十二月】電子琴 - 假日班,C,02,NULL,2020-05-01 14:18:46,2020-05-02 14:18:46,,,,,,,,
P0061,【七月】小提琴 - 假日班,Product_20200423164300.jpg,4000,10,4H,【七月】小提琴 - 假日班,C,03,NULL,2020-05-02 14:18:46,2020-05-03 14:18:46,,,,,,,,
P0062,【八月】小提琴 - 假日班,Product_20200423164301.jpg,4000,10,4H,【八月】小提琴 - 假日班,C,03,NULL,2020-05-03 14:18:46,2020-05-04 14:18:46,,,,,,,,
P0063,【九月】小提琴 - 假日班,Product_20200423164302.jpg,4000,10,4H,【九月】小提琴 - 假日班,C,03,NULL,2020-05-04 14:18:46,2020-05-05 14:18:46,,,,,,,,
P0064,【十月】小提琴 - 假日班,Product_20200423164303.jpg,4000,10,4H,【十月】小提琴 - 假日班,C,03,NULL,2020-05-05 14:18:46,2020-05-06 14:18:46,,,,,,,,
P0065,【十一月】小提琴 - 假日班,Product_20200423164304.jpg,4000,10,4H,【十一月】小提琴 - 假日班,C,03,NULL,2020-05-06 14:18:46,2020-05-07 14:18:46,,,,,,,,
P0066,【十二月】小提琴 - 假日班,Product_20200423164305.jpg,4000,10,4H,【十二月】小提琴 - 假日班,C,03,NULL,2020-05-07 14:18:46,2020-05-08 14:18:46,,,,,,,,
P0067,【七月】中提琴 - 假日班,Product_20200423164306.jpg,3500,5,4H,【七月】中提琴 - 假日班,C,04,NULL,2020-05-08 14:18:46,2020-05-09 14:18:46,,,,,,,,
P0068,【八月】中提琴 - 假日班,Product_20200423164307.jpg,3500,5,4H,【八月】中提琴 - 假日班,C,04,NULL,2020-05-09 14:18:46,2020-05-10 14:18:46,,,,,,,,
P0069,【九月】中提琴 - 假日班,Product_20200423164308.jpg,3500,5,4H,【九月】中提琴 - 假日班,C,04,NULL,2020-05-10 14:18:46,2020-05-11 14:18:46,,,,,,,,
P0070,【十月】中提琴 - 假日班,Product_20200423164309.jpg,3500,5,4H,【十月】中提琴 - 假日班,C,04,NULL,2020-05-11 14:18:46,2020-05-12 14:18:46,,,,,,,,
P0071,【十一月】中提琴 - 假日班,Product_20200423164310.jpg,3500,5,4H,【十一月】中提琴 - 假日班,C,04,NULL,2020-05-12 14:18:46,2020-05-13 14:18:46,,,,,,,,
P0072,【十二月】中提琴 - 假日班,Product_20200423164311.jpg,3500,5,4H,【十二月】中提琴 - 假日班,C,04,NULL,2020-05-13 14:18:46,2020-05-14 14:18:46,,,,,,,,
P0073,【七月】薩克斯風 - 假日班,Product_20200423164312.jpg,4000,10,4H,【七月】薩克斯風 - 假日班,C,05,NULL,2020-05-14 14:18:46,2020-05-15 14:18:46,,,,,,,,
P0074,【八月】薩克斯風 - 假日班,Product_20200423164313.jpg,4000,10,4H,【八月】薩克斯風 - 假日班,C,05,NULL,2020-05-15 14:18:46,2020-05-16 14:18:46,,,,,,,,
P0075,【九月】薩克斯風 - 假日班,Product_20200423164314.jpg,4000,10,4H,【九月】薩克斯風 - 假日班,C,05,NULL,2020-05-16 14:18:46,2020-05-17 14:18:46,,,,,,,,
P0076,【十月】薩克斯風 - 假日班,Product_20200423164315.jpg,4000,10,4H,【十月】薩克斯風 - 假日班,C,05,NULL,2020-05-17 14:18:46,2020-05-18 14:18:46,,,,,,,,
P0077,【十一月】薩克斯風 - 假日班,Product_20200423164316.jpg,4000,10,4H,【十一月】薩克斯風 - 假日班,C,05,NULL,2020-05-18 14:18:46,2020-05-19 14:18:46,,,,,,,,
P0078,【十二月】薩克斯風 - 假日班,Product_20200423164317.jpg,4000,10,4H,【十二月】薩克斯風 - 假日班,C,05,NULL,2020-05-19 14:18:46,2020-05-20 14:18:46,,,,,,,,
P0079,【七月】長笛 - 假日班,Product_20200423164318.jpg,4000,10,4H,【七月】長笛 - 假日班,C,06,NULL,2020-05-20 14:18:46,2020-05-21 14:18:46,,,,,,,,
P0080,【八月】長笛 - 假日班,Product_20200423164314.jpg,4000,10,4H,【八月】長笛 - 假日班,C,06,NULL,2020-05-21 14:18:46,2020-05-22 14:18:46,,,,,,,,
P0081,【九月】長笛 - 假日班,Product_20200423164315.jpg,4000,10,4H,【九月】長笛 - 假日班,C,06,NULL,2020-05-22 14:18:46,2020-05-23 14:18:46,,,,,,,,
P0082,【十月】長笛 - 假日班,Product_20200423164316.jpg,4000,10,4H,【十月】長笛 - 假日班,C,06,NULL,2020-05-23 14:18:46,2020-05-24 14:18:46,,,,,,,,
P0083,【十一月】長笛 - 假日班,Product_20200423164317.jpg,4000,10,4H,【十一月】長笛 - 假日班,C,06,NULL,2020-05-24 14:18:46,2020-05-25 14:18:46,,,,,,,,
P0084,【十二月】長笛 - 假日班,Product_20200423164318.jpg,4000,10,4H,【十二月】長笛 - 假日班,C,06,NULL,2020-05-25 14:18:46,2020-05-26 14:18:46,,,,,,,,
P0085,【七月】烏克莉莉 - 假日班,Product_20200423164319.jpg,2000,20,4H,【七月】烏克莉莉 - 假日班,C,07,NULL,2020-05-26 14:18:46,2020-05-27 14:18:46,,,,,,,,
P0086,【八月】烏克莉莉 - 假日班,Product_20200423164320.jpg,2000,20,4H,【八月】烏克莉莉 - 假日班,C,07,NULL,2020-05-27 14:18:46,2020-05-28 14:18:46,,,,,,,,
P0087,【九月】烏克莉莉 - 假日班,Product_20200423164321.jpg,2000,20,4H,【九月】烏克莉莉 - 假日班,C,07,NULL,2020-05-28 14:18:46,2020-05-29 14:18:46,,,,,,,,
P0088,【十月】烏克莉莉 - 假日班,Product_20200423164322.jpg,2000,20,4H,【十月】烏克莉莉 - 假日班,C,07,NULL,2020-05-29 14:18:46,2020-05-30 14:18:46,,,,,,,,
P0089,【十一月】烏克莉莉 - 假日班,Product_20200423164323.jpg,2000,20,4H,【十一月】烏克莉莉 - 假日班,C,07,NULL,2020-05-30 14:18:46,2020-05-31 14:18:46,,,,,,,,
P0090,【十二月】烏克莉莉 - 假日班,Product_20200423164324.jpg,2000,20,4H,【十二月】烏克莉莉 - 假日班,C,07,NULL,2020-05-31 14:18:46,2020-06-01 14:18:46,,,,,,,,
P0091,【七月】爵士鼓 - 假日班,Product_20200423164325.jpg,2000,20,4H,【七月】爵士鼓 - 假日班,C,08,NULL,2020-06-01 14:18:46,2020-06-02 14:18:46,,,,,,,,
P0092,【八月】爵士鼓 - 假日班,Product_20200423164326.jpg,2000,20,4H,【八月】爵士鼓 - 假日班,C,08,NULL,2020-06-02 14:18:46,2020-06-03 14:18:46,,,,,,,,
P0093,【九月】爵士鼓 - 假日班,Product_20200423164327.jpg,2000,20,4H,【九月】爵士鼓 - 假日班,C,08,NULL,2020-06-03 14:18:46,2020-06-04 14:18:46,,,,,,,,
P0094,【十月】爵士鼓 - 假日班,Product_20200423164328.jpg,2000,20,4H,【十月】爵士鼓 - 假日班,C,08,NULL,2020-06-04 14:18:46,2020-06-05 14:18:46,,,,,,,,
P0095,【十一月】爵士鼓 - 假日班,Product_20200423164329.jpg,2000,20,4H,【十一月】爵士鼓 - 假日班,C,08,NULL,2020-06-05 14:18:46,2020-06-06 14:18:46,,,,,,,,
P0096,【十二月】爵士鼓 - 假日班,Product_20200423164330.jpg,2000,20,4H,【十二月】爵士鼓 - 假日班,C,08,NULL,2020-06-06 14:18:46,2020-06-07 14:18:46,,,,,,,,
P0097,【10分鐘鋼琴教室】初學者的迷思-01,Product_20200423164331.jpg,100,NULL,10min,【10分鐘鋼琴教室】初學者的迷思-01,V,01,F010,2020-06-07 14:18:46,2020-06-08 14:18:46,,,,,,,,
P0098,【10分鐘鋼琴教室】初學者的迷思-02,Product_20200423164332.jpg,100,NULL,10min,【10分鐘鋼琴教室】初學者的迷思-02,V,01,F010,2020-06-08 14:18:46,2020-06-09 14:18:46,,,,,,,,
P0099,【10分鐘鋼琴教室】初學者的迷思-03,Product_20200423164333.jpg,100,NULL,10min,【10分鐘鋼琴教室】初學者的迷思-03,V,01,F010,2020-06-09 14:18:46,2020-06-10 14:18:46,,,,,,,,
P0100,【10分鐘鋼琴教室】初學者的迷思-04,Product_20200423164334.jpg,100,NULL,10min,【10分鐘鋼琴教室】初學者的迷思-04,V,01,F010,2020-06-10 14:18:46,2020-06-11 14:18:46,,,,,,,,
P0101,【10分鐘鋼琴教室】初學者的迷思-05,Product_20200423164335.jpg,100,NULL,11min,【10分鐘鋼琴教室】初學者的迷思-05,V,01,F010,2020-06-11 14:18:46,2020-06-12 14:18:46,,,,,,,,
P0102,【10分鐘鋼琴教室】初學者的迷思-06,Product_20200423164336.jpg,100,NULL,12min,【10分鐘鋼琴教室】初學者的迷思-06,V,01,F010,2020-06-12 14:18:46,2020-06-13 14:18:46,,,,,,,,
P0103,【烏克莉莉彈奏教學】小星星,Product_20200423164337.jpg,150,NULL,15min,【烏克莉莉彈奏教學】小星星,V,07,F008,2020-06-13 14:18:46,2020-06-14 14:18:46,,,,,,,,
P0104,【烏克莉莉彈奏教學】小幸運,Product_20200423164338.jpg,200,NULL,22min,【烏克莉莉彈奏教學】小幸運,V,07,F008,2020-06-14 14:18:46,2020-06-15 14:18:46,,,,,,,,
P0105,【烏克莉莉彈奏教學】小情歌,Product_20200423164339.jpg,200,NULL,25min,【烏克莉莉彈奏教學】小情歌,V,07,F008,2020-06-15 14:18:46,2020-06-16 14:18:46,,,,,,,,
P0106,【烏克莉莉彈奏教學】小蘋果,Product_20200423164340.jpg,180,NULL,22min,【烏克莉莉彈奏教學】小蘋果,V,07,F008,2020-06-16 14:18:46,2020-06-17 14:18:46,,,,,,,,
P0107,【美美老師長笛小學堂】第一課,Product_20200423164341.jpg,1000,NULL,52min,【美美老師長笛小學堂】第一課,V,06,F001,2020-06-17 14:18:46,2020-06-18 14:18:46,,,,,,,,
P0108,【美美老師長笛小學堂】第二課,Product_20200423164342.jpg,1000,NULL,55min,【美美老師長笛小學堂】第二課,V,06,F001,2020-06-18 14:18:46,2020-06-19 14:18:46,,,,,,,,
P0109,【美美老師長笛小學堂】第三課,Product_20200423164343.jpg,1000,NULL,57min,【美美老師長笛小學堂】第三課,V,06,F001,2020-06-19 14:18:46,2020-06-20 14:18:46,,,,,,,,
